"","Genus","Species","Glucose_F","Galactose_F","Sucrose_F","Maltose_F","Lactose_F","Raffinose_F","Trehalose_F","Glucose","Inulin","Sucrose","Raffinose","Melibiose","Galactose","Lactose","Trehalose","Maltose","Melezitose","Methyl-?-D-glucoside","Soluble Starch","Cellobiose","Salicin","L-Sorbose","L-Rhamnose","D-Xylose","L-Arabinose","D-Arabinose","D-Ribose","Methanol","Ethanol","Glycerol","Erythritol","Ribitol","Galactitol","D-Mannitol","D-Glucitol","myo-Inositol","DL-Lactate","Succinate","Citrate","D-Gluconate","D-Glucosamine","Nitrate","Vitamin-free","2-Keto-D-gluconate","Starch formation","Growth at 19°C","Growth at 25°C","Growth at 30°C","Growth at 37°C"
"797","Candida","C. ponderosae ",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,"0",0,0,1,1,0,0,0,0,0.5,0,1,1,1,1,0,0,"0",0,0,1,1,1,0
"798","Candida","C. populi",1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0.5,0,1,1,0,1,1,1,"1",1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,"0",0,0,1,1,1,0
"799","Candida","C. powellii ",1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,"0",1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,"0",0,0,1,1,1,1
"800","Candida","C. prunicola",1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,"0",0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,"0",1,0,1,1,1,1
"801","Candida","C. pseudoglaebosa ",1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,"0",0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,"0",1,0,1,1,1,0
"802","Candida","C. pseudointermedia",1,1,1,1,0,0,1,1,0.5,1,1,0,1,0.5,1,1,1,1,0.5,1,1,1,0,1,0.5,"0.5",0.5,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,"0",1,0,1,1,1,0.5
"803","Candida","C. pseudolambica",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,"0",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.5,0,"1",0,0,1,1,1,0
"804","Candida","C. pseudorhagii",1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0.5,1,1,1,"0.5",1,0,1,1,1,1,0,1,1,0,0.5,1,0,1,1,0,"1",1,0,1,1,1,0.5
"805","Candida","C. psychrophila",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.5,0,1,1,"0",0,0,1,1,1,0.5,0,1,1,0,0,0,0,0,0,0,"0",1,0,0,0,0,0
"806","Candida","C. pyralidae ",1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,"0",1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,"1",1,0,1,1,1,1
"807","Candida","C. qinlingensis ",1,0,0,0,0,0,NA,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,"0",0,0,1,1,0,0,0,1,1,0,1,1,1,NA,0,0,"0",NA,0,1,1,1,0
"808","Candida","C. quercitrusa",1,0.5,0.5,0.5,0,0,0,1,0,1,0,0,1,0,0.5,1,1,1,0,0,0,1,0,0.5,0,"0",1,0,1,1,0,1,0,1,1,0,1,1,0.5,1,1,0,"0",1,0,1,1,1,0
"809","Candida","C. quercuum",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,"0",0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,"0",0,0,1,1,1,0
"810","Candida","C. railenensis",1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0.5,0,1,1,1,0,1,0,"0",0,0,1,1,0,0.5,0,1,1,0,1,1,1,1,1,0,"0",1,0,1,1,1,0
"811","Candida","C. rancensis ",1,0,0,0,0,0,0,1,0,1,0,0,0.5,0,1,1,1,1,0,1,1,1,0,1,0,"0",0.5,0,1,1,0,0.5,0,1,1,0,0,1,0,1,0,0,"0",1,0,1,1,0.5,0
"812","Candida","C. restingae ",1,0,0,0,0,0,0,1,0.5,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,"0",0,0,1,1,0,1,0,1,1,0,0,0.5,0.5,0,1,0,"0",1,0,1,1,1,0.5
"813","Candida","C. rhagii",1,0.5,1,0,0,0.5,1,1,0,1,1,0,1,0,1,1,1,0.5,0,1,1,0.5,0.5,1,0.5,"0",0.5,0,1,1,0.5,1,0,1,1,0,0.5,1,0,0.5,1,0,"0.5",1,0,1,1,1,0
"814","Candida","C. riodocensis ",0.5,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0.5,0,0,0,0,NA,0,0,0,1,0,0,0,"0",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,"0",0,0,1,1,1,1
"815","Candida","C. rugopelliculosa",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,"1",0,0,1,1,1,1
"816","Candida","C. rugosa",0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0.5,0,"0",0,0,1,1,0,0.5,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0,"0",0,0,1,1,1,1
"817","Candida","C. sagamina ",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,"1",0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,"0",1,0,1,1,1,0
"818","Candida","C. saitoana",0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,"0",0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,"1",1,0,1,1,1,0
"819","Candida","C. sake",0.5,0.5,0.5,0.5,0,0,0.5,1,0,0.5,0,0,1,0,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0,"0",0.5,0,0.5,0.5,0,0.5,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0,"0.5",0.5,0,0.5,0.5,0.5,0
"820","Candida","C. salmanticensis",1,1,1,1,0,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0,1,1,1,0,1,0.5,"1",0,0,1,0.5,0,1,0,1,0.5,0,1,1,0.5,1,1,0,"0",1,0,1,1,1,0
"821","Candida","C. santamariae",1,0,0,0,0,0,0.5,1,0,0,0,0,0.5,0,1,0,0,0,0,1,0.5,0.5,0,0.5,0,"0.5",0.5,0,1,1,0,1,0,1,1,0,0.5,1,1,1,1,0,"0",1,0,1,1,1,0
"822","Candida","C. santjacobensis",1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0.5,1,1,"1",1,0,1,1,1,1,0,1,1,1,0.5,1,1,0,1,0,"0",1,0,1,1,0.5,0
"823","Candida","C. sanyiensis",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,"0",0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,NA,0,0,1,1,1,0
"824","Candida","C. saopaulonensis ",1,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,"0",0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,NA,1,NA,1,1,1,0
"825","Candida","C. savonica",1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,"1",0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,"1",1,0,1,1,1,0
"826","Candida","C. schatavii",1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"0.5",1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,"0",1,0,1,1,1,0.5
"827","Candida","C. scorzettiae ",0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,"0",0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,NA,1,0,1,1,1,0
"828","Candida","C. sequanensis",1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,"0",1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,"0",1,0,1,1,0,0
"829","Candida","C. sergipensis  ",0.5,0,0,NA,NA,0,NA,1,0,1,0.5,0,1,0,0,0.5,0,NA,0,0,1,1,0,0,0.5,"0",0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,NA,NA,0,1,1,1,NA
"830","Candida","C. shehatae ",1,1,0,1,0,0,1,1,0,1,0.5,0,1,0.5,1,1,1,1,1,1,1,0.5,0,1,0.5,"0.5",1,0,1,1,0.5,1,0,1,1,0,0,1,1,0.5,0.5,0,"0",1,0,NA,NA,1,0
"831","Candida","C. silvae",1,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,"0.5",0,0,1,0.5,0,0.5,0,1,1,0,0.5,1,0.5,0.5,0,0,"0",0,0,1,1,1,0.5
"832","Candida","C. silvanorum",1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,"0",1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,"0.5",0,0,1,1,1,1
"833","Candida","C. silvatica",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0",0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,"0",0,0,1,1,1,1
"834","Candida","C. silvicultrix",1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,"1",1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,"1",0,0,1,1,1,1
"835","Candida","C. sinolaborantium ",1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,"1",1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,"0",1,0,1,1,1,0
"836","Candida","C. sithepensis ",1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,"0",1,1,1,1,1,1,0,1,1,0,1,1,1,1,NA,0,"0",NA,0,1,1,1,1
"837","Candida","C. smithsonii ",1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,"0",0.5,0,0,1,0,1,0,1,1,0,1,1,1,0.5,1,0,"0",0,0,1,1,1,0
"838","Candida","C. sojae ",1,1,1,0,0,0,NA,1,0,1,0,0,1,0,1,1,1,1,1,1,0.5,1,0,1,0,"0",0.5,0,1,1,0,1,0,1,1,0,0.5,1,1,0,1,0,"0",1,0,1,1,1,1
"839","Candida","C. solani",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0.5,0,1,0,"0",0,0,1,1,0,0,0,1,0.5,0,1,1,0,1,0,0,"0",1,0,1,1,1,0
"840","Candida","C. sonorensis",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,"0",0.5,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,"0",0,0,1,1,1,1
"841","Candida","C. sophiae-reginae",1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,"0",1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,"0",1,0,1,1,0,0
"842","Candida","C. sorbophila",1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.5,"0",0,0,0.5,0,0,0,0,1,1,0,1,1,0,0,0,0,"0",1,0,1,1,1,0.5
"843","Candida","C. sorbosivorans  ",1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0.5,1,1,0,0,0,"0",0.5,0,0.5,1,0,0,0,1,1,0,0.5,1,1,0.5,0,1,"0",0.5,0,1,1,1,1
"844","Candida","C. sorboxylosa",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"0",0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,"0",0,0,1,1,1,0.5
"845","Candida","C. spandovensis",1,1,1,0,0,0.5,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0.5,1,"0",0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,"0",0.5,0,1,1,0.5,0
"846","Candida","C. spencermartinsiae",1,1,1,1,0,1,0.5,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,"1",1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,"0",0,0,1,1,1,1
"847","Candida","C. stellata",1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,1,1,1,0
"848","Candida","C. stellimalicola",1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1",0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,"0",0,0,1,1,1,1
"849","Candida","C. stri ",1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,"0",0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,"0",1,0,1,1,1,0
"850","Candida","C. subhashii",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,"0",0,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",NA,NA,1,1,1,1
"851","Candida","C. succiphila",1,1,0,0,0,0,1,1,0.5,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,"1",1,1,1,1,1,1,0.5,1,1,0,0.5,0.5,0,0.5,1,0,"0",0.5,0,1,1,1,1
"852","Candida","C. suecica",0.5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0.5,0.5,1,0,1,0,"0",0,0,1,1,0,1,0,1,1,0,0,0,0.5,0,0,0,"0",1,0,1,1,0,0
"853","Candida","C. suzukii  ",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,"0",1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,"0",0,0,1,1,1,0
"854","Candida","C. takamatsizuyensis",1,1,0,0,0,0,1,1,NA,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,"1",1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,"0",1,0,1,1,1,0
"855","Candida","C. taliae ",1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,NA,NA,1,0,"1",0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,"0",1,0,1,1,1,NA
"856","Candida","C. tammaniensis  ",1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,"1",1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,"0",1,0,1,1,1,0
"857","Candida","C. tanzawaensis",1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,"0",0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,"0",1,0,1,1,1,0
"858","Candida","C. tartarivorans ",1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,"1",1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,"0",1,0,1,1,1,1
"859","Candida","C. taylori",1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,"1",1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,"0",1,0,1,1,NA,0
"860","Candida","C. temnochilae",1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,"1",1,0,1,1,1,1,0,1,1,0,0.5,1,1,1,1,0,"0",1,0,1,1,1,0
"861","Candida","C. tenuis",0.5,0.5,0.5,0.5,0,0,0.5,1,0,1,0,0,1,0.5,1,1,0.5,1,0.5,1,1,0.5,1,1,0.5,"1",1,0,1,1,0.5,1,0,1,0.5,0,0.5,1,1,0.5,0.5,0,"0",1,0,1,1,0.5,0
"862","Candida","C. tepae",0,0,0,0,0,0,0,1,0,1,0,0,0.5,0,0.5,1,0,0,0,0.5,0.5,1,0,1,0,"0",0,0,0.5,0.5,0,0,0,0.5,1,0,1,0.5,0.5,0,0,0,"0",0,0,1,1,0,0
"863","Candida","C. terraborum ",1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,NA,NA,1,0,"0",0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,"0",1,0,1,1,1,0
"864","Candida","C. tetrigidarum ",1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,"0",0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,"0",1,0,1,1,1,1
"865","Candida","C. tibetensis  ",1,0,0,0,0,0,NA,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,"1",1,0,1,1,0,1,0,1,1,0,0,1,1,NA,1,0,"1",NA,0,1,1,0,0
"866","Candida","C. thaimueangensis",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,1,0,"0",0,0,1,1,0,NA,0,0,NA,0,1,1,0,0,NA,0,"0",0,0,1,1,1,1
"867","Candida","C. tilneyi  ",1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,"0",1,0,1,1,1,0
"868","Candida","C. tolerans ",1,NA,NA,NA,NA,NA,NA,1,0,1,0.5,0,1,0,1,1,0,0,0,0,0,1,0,1,1,"0",1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,"1",1,0,1,1,1,1
"869","Candida","C. torresii",1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0.5,0,1,1,"0",1,0,1,1,0,0.5,0,1,1,0,0,1,1,1,0.5,0,"0",1,0,1,1,1,0
"870","Candida","C. transvaalensis ",1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,"1",1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,"0",1,0,1,1,1,0
"871","Candida","C. tritomae",1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0.5,1,1,0,0,1,0,"0",1,0,1,1,0,1,0,1,1,0,0.5,1,1,1,1,0,"0",1,0,1,1,1,NA
"872","Candida","C. tropicalis",1,1,0.5,1,0,0,1,1,0,0.5,0,0,1,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0,1,0,"0",0.5,0,1,0.5,0,0.5,0,1,1,0,0.5,1,0.5,0.5,0.5,0,"0.5",1,0,1,1,1,1
"873","Candida","C. trypodendroni",0.5,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,"1",0.5,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,"0",1,0,1,1,1,0
"874","Candida","C. tsuchiyae",1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,"0",0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,"0",1,0,1,1,0,0
"875","Candida","C. tumicola",1,1,0,0,0,0,0,1,NA,1,0,0,1,1,1,1,0.5,1,0,1,1,1,0,1,1,"1",1,0,1,1,1,1,0,1,1,0,0.5,1,1,1,1,0,"0",1,0,1,1,1,1
"876","Candida","C. ubatubensis  ",1,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,"0",1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,NA,0,NA,1,1,1,0
"877","Candida","C. ulmi ",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,"0",0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,"0",0,0,1,1,1,1
"878","Candida","C. vaccinii",1,0,1,0,0,0.5,0,1,0,1,1,0,0.5,0,0,0,0,0,0,1,1,1,0,0,0,"0",0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,"0",1,0,1,1,1,0.5
"879","Candida","C. vadensis ",0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,"0",0.5,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,NA,1,0,1,1,1,0
"880","Candida","C. valdiviana",1,0,0,0,0,0,0,1,0,1,1,1,1,0.5,1,1,1,1,0,1,1,1,0,1,1,"0.5",0,0,1,1,0,1,0.5,1,1,1,0,1,1,1,1,1,"0",1,0,1,1,1,0.5
"881","Candida","C. vanderwaltii",0,0,0,0,0,0,0,1,0,0.5,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,"1",1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,"0",0.5,0,1,1,1,0
"882","Candida","C. vartiovaarae",1,0,1,0.5,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,"0",0,0,1,1,0,0,0,1,1,0,1,1,0.5,1,0,1,"1",1,0,1,1,1,0
"883","Candida","C. versatilis",1,1,0.5,0.5,0.5,0.5,0.5,1,0,0,0.5,0.5,1,0,1,0.5,0,0,0,1,0.5,0,0,0,0,"0",0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,"0",1,0,1,1,1,0
"884","Candida","C. viswanathii",1,1,0.5,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0.5,"0",0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,"0",1,0,1,1,1,1
"885","Candida","C. wickerhamii",1,0,0,0,0,0,0.5,1,0,0,0,0,1,0,0.5,0,0,0,0,1,1,0,1,1,1,"0.5",0.5,0,1,1,0,1,0,1,1,0,0,1,1,0.5,0.5,1,"0",0.5,0,1,1,1,0
"886","Candida","C. wounanorum ",1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,NA,NA,1,0,"0",0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,"0",1,0,1,1,1,0
"887","Candida","C. wyomingensis ",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,"1",0.5,0,1,1,0,0.5,0,1,1,0,0.5,1,0,0,1,1,"0",0.5,0,1,1,1,0
"888","Candida","C. xylopsoci ",1,0,0,0,0,0,1,1,0,0,0,0,1,0,0.5,0,0,0,0,1,0,0,0,1,0,"0",0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,"1",1,0,1,1,1,1
"889","Candida","C. yuanshanicus",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,"0",0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,NA,0,0,1,1,1,1
"890","Candida","C. yuchorum",1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,NA,NA,1,0,"0",0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,"0",1,0,1,1,1,NA
"891","Candida","C. zemplinina ",1,0,1,0,0,1,NA,1,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0.5,0,1,1,1,0.5
"892","Candida","C. zeylanoides",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0.5,1,1,0,0,0,"0",0,0,0.5,1,0,0.5,0,1,1,0,0,1,0.5,0.5,0.5,0,"0",1,0,1,1,1,0
"893","Citeromyces","C. matritensis",1,0,1,0.5,0,1,0.5,1,0.5,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,"0.5",0,0,1,1,0,0.5,0,1,1,0,0.5,0,0.5,1,0.5,1,"1",1,0,1,1,1,0
"894","Citeromyces","C. siamensis  ",1,0,1,1,0,0.5,0.5,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,"0",0,0,1,1,0,1,0,1,1,0,0.5,0,0,1,0.5,1,"1",1,0,1,1,1,0.5
"895","Kuraishia","K. capsulata",1,0,0,0,0,0,0.5,1,0,0,0,0,0,0,1,1,1,0.5,1,1,1,0,1,1,1,"1",1,1,1,1,1,1,0,1,1,0,0,0.5,0,0.5,1,1,"0",1,0,1,1,1,0.5
"896","Kuraishia","K. molischiana",1,0,0,0,0,0,1,1,0,0,0,0,0,0.5,1,1,0.5,0.5,1,1,1,0,0.5,1,1,"1",1,0.5,1,1,1,1,0,1,1,0,0,0.5,0,0.5,1,1,"0",1,0,1,1,1,0.5
"897","Magnusiomyces","M. capitatus",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,"0",NA,0,1,1,0,0,0,1,1,0,1,1,0.5,0,0,0,"0",0,NA,1,1,1,1
"898","Magnusiomyces","M. ingens",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,"1",0,NA,1,1,1,1
"899","Magnusiomyces","M. magnusii",1,1,1,0,0,1,NA,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",0,0,0,1,0,0,0,1,1,0,0.5,1,0,0,0,0,"0",0,NA,1,1,1,0
"900","Magnusiomyces","M. ovetensis",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0.5,0,0,0,"0",0,0,1,1,0,0,0,0.5,0.5,0,1,1,0,0,0,0,"0",0,NA,1,1,1,0
"901","Magnusiomyces","M. spicifer",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,"0",0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,"0",0,NA,1,1,1,1
"902","Magnusiomyces","M. starmeri",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"0",0,NA,1,1,1,1
"903","Magnusiomyces","M. tetrasperma",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,"0",0,NA,1,1,1,1
"904","Nadsonia","N. commutata",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,"0",0,0,1,1,0,0,0,0,0.5,0,0,1,0,0,0,0,"0",0,0,1,0,0,0
"905","Nadsonia","N. fulvescens var. fulvescens",1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"0",0,0,1,1,0,0.5,0,1,1,0,0.5,1,0,0,0,0,"0.5",0,0,1,1,0,0
"906","Nadsonia","N. fulvescens var. elongata ",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0",0,0,1,1,0,0.5,0,0,1,0,0.5,1,0,0,0,0,"0.5",0,0,1,1,0,0
"907","Nakazawaea","N. holstii",1,0.5,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,"1",1,0,1,1,0.5,1,0.5,1,1,0,0,1,1,0.5,1,1,"0",0.5,0,1,1,1,0.5
