Genus,Species,Glucose_F,Galactose_F,Sucrose_F,Maltose_F,Lactose_F,Raffinose_F,Trehalose_F,Glucose,Inulin,Sucrose,Raffinose,Melibiose,Galactose,Lactose,Trehalose,Maltose,Melezitose,Methyl-?-D-glucoside,Soluble Starch,Cellobiose,Salicin,L-Sorbose,L-Rhamnose,D-Xylose,L-Arabinose,D-Arabinose,D-Ribose,Methanol,Ethanol,Glycerol,Erythritol,Ribitol,Galactitol,D-Mannitol,D-Glucitol,myo-Inositol,DL-Lactate,Succinate,Citrate,D-Gluconate,D-Glucosamine,N-Acetyl-D-glucosamine,Hexadecane,Nitrate,Nitrite,Vitamin-free,2-Keto-D-gluconate,5-Keto-D-gluconate,Saccharate,Xylitol,L-Arabinitol,Arbutin,"Propane 1,2 diol","Butane 2,3 diol",Cadaverine,Creatinine,L-Lysine,Ethylamine,50% Glucose,10% NaCl/5% glucose,Starch formation,Urease,Gelatin liquefaction,0.01% Cycloheximide,0.1% Cycloheximide,Growth at 19°C,Growth at 25°C,Growth at 30°C,Growth at 35°C,Growth at 37°C,Growth at 40°C,Growth at 45°C
Ambrosiozyma,A. platypodis,1,0,0,0.5,0,0,0.5,1,0,1,0,0,0,0,1,1,1,1,0.5,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0.5,1,1,0,1,NA,NA,1,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,1,1,1,1,1,0.5,0,0,0
Ascobotryozyma,A. americana,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,1,0,0,0,0.5,1,0,1,1,0,0,0,NA,NA,0,0,0,0.5,NA,0,0,0,0,0,0,0,0,1,1,0,NA,0,NA,NA,1,1,1,1,1,1,0,0,0
Ascobotryozyma,A. cognata,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,1,0,0,0,1,1,0,1,1,0,0,0,NA,NA,0,0,NA,1,NA,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,0.5,0.5,0,0
Babjeviella,B. inositovora ,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,1,1,1,NA,0,0,0
Botryozyma,B. mucatilis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,NA,NA,0,0,0,1,NA,0,0,0,0,0,0,0,0,1,1,0,NA,0,NA,NA,1,1,1,1,1,1,0,0,0
Botryozyma,B. nematodophila ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,NA,NA,0,0,0,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
Candida,C. aaseri,0.5,0.5,0,0,0,0,0,1,0,1,0,0,1,0.5,1,1,1,1,0,1,1,1,0,1,1,0.5,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0.5,0,0,0,0,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,0,0,1,1,1,1,1,NA,NA
Candida,C. aglyptinia,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,NA,NA,0,0,0,1,NA,NA,1,0,1,0,0,1,0,1,1,1,NA,0,0,NA,1,1,1,1,1,0,0,0,0
Candida,C. akabanensis ,1,1,1,1,0,1,NA,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,1,0,1,1,1,NA,0,0,0
Candida,C. alai,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,NA,NA,0,0,0,1,NA,NA,0,0,1,1,0,1,0,1,1,0,NA,0,0,NA,0,0,1,1,1,1,1,0,0
Candida,C. albicans,1,0.5,0.5,1,0,0,0.5,1,0,0.5,0,0,1,0,0.5,1,0.5,0.5,1,0,0,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0,0.5,0,1,0.5,0,1,1,1,0.5,0.5,0.5,0.5,0,0,0.5,1,NA,NA,0.5,NA,NA,NA,NA,1,NA,1,1,0.5,NA,0,NA,0,1,1,1,1,1,1,1,NA,NA
Candida,C. alimentaria,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,NA,NA,1,1,0,0,0,0,0,1,1,0.5,1,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,1,0,1,1,NA,NA,0,0.5,NA,1,1,1,1,0,0,0,0,0
Candida,C. allociferrii   ,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,NA,NA,0,0.5,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,NA,1,1,1,1,1,1,1,NA,NA
Candida,C. amapae ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,0,NA,0,NA,0,1,NA,1,1,1,NA,0,0,0
Candida,C. ambrosiae ,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,1,1,1,NA,NA
Candida,C. amphixiae,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,NA,NA,0,0,0,0,NA,NA,1,1,1,1,0,1,0,1,1,1,NA,0,0,NA,1,0,1,1,1,0,0,0,0
Candida,C. anatomiae,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,1,1,1,1,0,0,0,0,0
Candida,C. anglica,1,0.5,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,1,NA,0,0,0
Candida,C. anneliseae ,1,0,0,0,0,0,1,1,0,1,0,0,0.5,0,1,1,1,1,0,1,1,0.5,0,1,0,1,0.5,0,1,1,1,1,0,1,1,0,0,1,1,1,1,NA,NA,0,0,0,1,NA,NA,1,0.5,1,0.5,0,1,0,1,1,1,NA,0,0,NA,0.5,0,1,1,1,0.5,NA,0,0
Candida,C. anutae,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,1,1,0,1,1,0,0,0,0,0
Candida,C. apicola,1,0,0,0,0,0.5,0,1,0,1,1,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0.5,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,NA,NA,0.5,NA,NA,NA,NA,1,NA,1,0.5,1,NA,0,NA,0.5,0,0,1,1,0.5,NA,0,0,0
Candida,C. apis,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,1,NA,0,0,0
Candida,C. arabinofermentans,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0.5,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,1,1,1,1,1,1,1,NA,NA
Candida,C. arcana,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,0,1,0,0,1,0,1,1,0,NA,0,0,NA,1,0,1,1,0,0,0,0,0
Candida,C. asparagi ,1,1,0,0,0,0,NA,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,NA,1,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,0,0,NA,NA,NA,1,1,1,0,0,0,0
Candida,C. atakaporum,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,NA,NA,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,NA,NA,0,0,0,1,NA,NA,0,0,1,1,0,1,0,1,1,1,NA,0,0,NA,0,0,1,1,1,1,NA,0,0
Candida,C. atbi,1,0.5,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0.5,1,0,1,1,0,0,0.5,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0.5,0.5,NA,NA,0,0,0,1,NA,NA,1,0,1,0,0,1,0,1,1,0.5,NA,0,0,NA,1,1,1,1,1,0,0,0,0
Candida,C. athensensis,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0.5,1,0.5,1,0,1,1,0,1,1,1,1,1,NA,NA,0,0,0,1,NA,NA,1,1,1,1,0,1,0,1,1,1,NA,0,0,NA,1,1,1,1,1,0.5,NA,0,0
Candida,C. atlantica,0.5,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,0,0,1,1,0,0,0,0,0
Candida,C. atmosphaerica,1,0.5,0.5,0.5,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,0,0,1,1,1,NA,0,0,0
Candida,C. auringiensis,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0.5,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,1,1,1,1,1,1,1,NA,NA
Candida,C. aurita ,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,1,0,1,1,0,0,0,0,0
Candida,C. azyma,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0.5,0.5,0.5,0,0,1,1,0,0.5,0.5,1,1,0,0,1,0,0.5,0,0,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,1,1,1,1,1,1,NA,0,0,0
Candida,C. azymoides  ,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0.5,1,1,0,0,1,1,0,0,0,0,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0.5,NA,0,0,NA,1,NA,1,1,1,NA,0,0,0
Candida,C. barrocoloradensis,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,NA,NA,0,0,0,1,NA,NA,1,0,1,0,0,1,0,1,1,1,NA,0,0,NA,1,1,1,1,1,0,0,0,0
Candida,C. batistae ,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,1,0,1,1,1,1,1,NA,NA
Candida,C. bentonensis,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,NA,0,1,1,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,0,1,1,1,1,1,1,1,NA,NA
Candida,C. berthetii,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0,1,1,1,0,0,0,0,1,1,1,0.5,NA,NA,0,0,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,1,1,1,1,1,1,1,NA,NA
Candida,C. bituminiphila ,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,0,NA,0,NA,0,1,1,1,1,1,NA,0,0,0
Candida,C. blankii,0.5,0.5,1,0.5,0,0,0,1,0,1,0.5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0,1,0.5,1,0.5,0.5,1,1,1,0.5,1,1,1,0.5,1,1,0,0,1,1,NA,NA,0.5,NA,NA,NA,NA,1,NA,1,1,0.5,NA,0,NA,0,1,1,1,1,1,1,1,NA,NA
Candida,C. blattariae,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,NA,NA,0,0,0,1,NA,NA,1,0,1,0,0,1,0,1,1,1,NA,0,0,NA,0,0,1,1,1,0,0,0,0
Candida,C. bohiensis,1,1,0.5,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0.5,0,1,1,0,1,0,1,1,0,0,1,1,1,1,NA,NA,0,0,0,1,NA,NA,1,0,1,0,0,1,0,1,1,1,NA,0,0,NA,1,0,1,1,1,0,0,0,0
Candida,C. boidinii,1,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0.5,0,1,0.5,0.5,1,1,1,0.5,1,1,0,1,1,0,1,1,0.5,0,0.5,1,0.5,1,1,0,0.5,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,1,1,1,1,1,1,0.5,NA,NA
Candida,C. bokatorum,1,0,0.5,0.5,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,NA,NA,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0.5,NA,NA,0,0,0,1,0,NA,0,0,1,0.5,0,1,0,1,1,1,NA,0,0,NA,0.5,0,1,1,1,0.5,NA,0,0
Candida,C. boleticola,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0.5,1,1,0,1,0,0.5,1,0,1,1,1,1,0,1,1,0,0,1,1,0.5,0,1,0.5,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0.5,NA,0,NA,0,1,0.5,1,1,0.5,NA,0,0,0
Candida,C. bolitotheri,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,NA,NA,1,0,0,0.5,0,1,1,1,1,0,1,1,0,0,1,1,1,1,NA,NA,0,0,0,1,NA,NA,1,0,1,0,0,1,0,1,1,1,NA,0,0,NA,0.5,0,1,1,1,0.5,NA,0,0
Candida,C. bombi,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5,1,0,0,1,0.5,0.5,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,1,1,0.5,NA,NA
Candida,C. bombiphila,1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,NA,NA,0,NA,0,0,0,1,1,1,1,1,NA,NA
Candida,C. boreocaroliniensis,0,0,0,0,0,0,0,1,0,1,1,1,1,0.5,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,NA,0,0.5,1,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,0,1,1,1,1,1,1,0,0,0
Candida,C. bracarensis ,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,1,1,1,1,1,1,NA
Candida,C. bribrorum ,1,0.5,0,0.5,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,NA,NA,1,0.5,0.5,0.5,0,1,1,1,1,0,1,1,0,0,1,1,1,1,NA,NA,0,0,0,1,NA,NA,1,0,1,0,0,1,0,1,1,1,NA,0,0,NA,1,0.5,1,1,1,0.5,NA,0,0
Candida,C. bromeliacearum,1,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0.5,0.5,1,0,1,1,0,0,0,0.5,0.5,1,1,1,0,0,NA,1,0,0,1,0,NA,NA,NA,1,NA,1,1,1,NA,0,0,NA,0,0,1,1,1,1,0,0,0
Candida,C. beunavistaensis ,1,1,0.5,1,0,0,0.5,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0.5,0,0,0,1,1,0,1,0,1,1,0,0,0.5,1,1,1,NA,NA,0,0,0,1,NA,NA,1,0,1,0.5,0,1,0,1,1,1,NA,0,0,NA,1,1,1,1,1,0.5,0.5,0,0
Candida,C. buinensis,1,1,0,0.5,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0.5,0.5,0,0,1,1,1,1,1,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,1,0,0,1,1,1,NA,0,0,0
Candida,C. californica ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0.5,NA,NA,0,0,1,0,NA,NA,0,0,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,0,0,1,1,1,NA,0,0,0
Candida,C. canberraensis ,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,0,0,0,1,1,NA,NA,0,0,0
Candida,C. carpophila ,1,0.5,0.5,0,0,0.5,0.5,1,0.5,1,0.5,0.5,1,0,1,1,0.5,1,0.5,0.5,0.5,0.5,0,1,1,0.5,0.5,0,1,1,0,1,0.5,0.5,0.5,0,0,1,0.5,0.5,0.5,0.5,1,0,0,0,1,NA,NA,0.5,NA,NA,NA,NA,1,NA,1,1,0.5,NA,0,NA,0,1,1,1,1,1,NA,0.5,NA,NA
Candida,C. caryicola,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,1,NA,0,0,0
Candida,C. caseinolytica,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0.5,1,1,1,1,1,1,1,NA,NA
Candida,C. castellii,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,1,NA,0,NA,0,0,0,1,1,1,1,1,NA,NA
Candida,C. castrensis,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,1,1,1,1,0,0,0,0,0
Candida,C. catenulata,0.5,0.5,0,0.5,0,0,0,1,0,0,0,0,1,0,0.5,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0,0.5,0,1,1,0,0.5,0,1,0.5,0,0,1,0,0.5,0.5,1,1,0,0,0,0.5,NA,NA,0.5,NA,NA,NA,NA,1,NA,1,0.5,0.5,NA,0,NA,0.5,1,1,1,1,1,NA,0.5,NA,NA
Candida,C. cellae ,1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,0,NA,0,0,NA,0.5,NA,1,1,1,1,1,1,NA
Candida,C. cerambycidarum,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,NA,NA,0,0,0,0,NA,NA,1,1,1,1,0,1,0,1,1,1,NA,0,0,NA,0,0,1,1,1,1,NA,NA,NA
Candida,C. chickasaworum,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0.5,1,0,1,1,NA,NA,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0.5,1,NA,NA,0,0,0,1,NA,NA,0.5,0,1,0.5,0,1,0,1,NA,1,NA,0,0,NA,0,0,1,1,1,0,0,0,0
Candida,C. chilensis,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0.5,1,0,1,1,0,0,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,NA,1,1,1,1,0.5,NA,0,0,0
Candida,C. choctaworum  ,1,0.5,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,NA,NA,1,0.5,1,0.5,0,1,1,1,1,0,1,1,0,0,1,1,0.5,1,NA,NA,0,0,0,1,NA,NA,0.5,0.5,1,0.5,0,1,0,1,1,1,NA,0,0,NA,1,1,1,1,1,0.5,0,0,0
Candida,C. chrysomelidarum ,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,1,0,1,0,0,1,0,1,1,1,NA,0,0,NA,0,0,1,1,1,0,0,0,0
Candida,C. cidri  ,1,0,0,0,0,0,0.5,1,0,0,0,0,1,0,1,1,1,0.5,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,1,1,1,1,1,NA,0,0,0
Candida,C. coipomoensis,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0.5,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,1,1,1,1,1,NA,0,0,0
Candida,C. conglobata,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,1,0,0,1,1,1,NA,0,0,0
Candida,C. cretensis ,1,1,0,0,NA,NA,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,NA,1,0,NA,1,0,NA,1,0,1,0,1,1,NA,NA,0,0,NA,1,1,1,1,1,0,0,0,0
Candida,C. cylindracea,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0.5,1,0,0,0,0,0,0,1,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0.5,1,1,1,1,1,NA,0,0,0
Candida,C. dajiaensis,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,NA,0,0,NA,0,0,NA,1,1,1,1,1,0,0,1,NA,0,NA,0,0,NA,0,0,1,1,1,NA,0,0,0
Candida,C. davenportii  ,1,0,0,0,0,NA,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,1,NA,0,NA,NA,0,0,1,1,NA,NA,0,0,0
Candida,C. deformans ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,NA,1,1,1,1,1,NA,0,0,0
Candida,C. dendrica,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,1,1,1,1,1,NA,0,0,0
